ARKTIKUL;CODE;NAME;CENA_ROZN;CENA_OPT;URL;OSTATOK;GROUP;OPISANIE;GARANT;IMPORT;EAN;PROIZV;STRANA;MATERIAL;CVET;DLINA;DIAM;IST;UPAK;CENA_IM
1016;ъ03552;LOVETOY Real Feel Вибратор реалистик №13 водонепроницаемый, l=19 см, d=3,8 см;2450;999;http://kazanova.su/files/foto/1016.jpeg;17;Вибраторы/Реалистики;Многоскоростной реалистичный вибратор Lovetoy Real Feel выполнен из киберкожи, приятной на ощупь. Максимально натуралистичный, он имеет выраженную головку и покрыт сетью венок.   Крупный размер обеспечит незабываемое чувство заполненности и стимуляцию в самых чувствительных точких вагины.  Длина 19,8 см, диаметр 3,9 см. Материал: киберкожа. 100% водостойкий.  Батарейки (2*АА) в комплект не входят, закажите дополнительно пожалуйста.;Батарейки 2 ААА;20;6,95E+12;LoveToy, Китай;;ПВХ;;;19 см;;;1960
1017;ъ03553;LOVETOY Real Feel Вибратор реалистик №14 с яичками водонепроницаемый, l=17 см, d=3,6 см;2850;1140;http://kazanova.su/files/foto/1017.jpeg;24;Вибраторы/Реалистики;Многоскоростной реалистичный вибратор Lovetoy Real Feel выполнен из киберкожи, приятной на ощупь. Максимально натуралистичный, он имеет выраженную головку, мошонку и покрыт сетью венок.   Крупный размер обеспечит незабываемое чувство заполненности и стимуляцию в самых чувствительных точких вагины.  Длина 18 см, диаметр 3,8 см. Материал: киберкожа. 100% водостойкий.  Батарейки (2*ААА) в комплект не входят, закажите дополнительно пожалуйста.;Батарейки 2 ААА;20;6,95E+12;LoveToy, Китай;;ПВХ;;;17 см;;;2280
1011;ъ03554;LOVETOY FLEXY Гнущийся вибратор с яичками, l=23 см, d=4 см;2450;999;http://kazanova.su/files/foto/1011.jpeg;13;Вибраторы/Реалистики;Многоскоростной реалистичный вибратор Lovetoy Real Feel выполнен из киберкожи, приятной на ощупь. Максимально натуралистичный, он имеет крупную круглую головку, мошонку и покрыт сетью венок.  Крупный размер обеспечит незабываемое чувство заполненности и стимуляцию в самых чувствительных точких вагины.  Гибкий - вам будет удобно использовать его и соло, и в паре.  Общая длина 23,5 см, диаметр 4-4,5 см. Материал: киберкожа. 100% водостойкий.  Батарейки (2*ААА) в комплект не входят, закажите дополнительно пожалуйста.;Батарейки 3ААА;20;6,95E+12;LoveToy, Китай;;киберкожа;;;23,5 см;Водостойкий;;1960
1012;ъ03555;LOVETOY FLEXY Гнущийся вибратор с яичками, l=22 см, d=3,8 см;2450;999;http://kazanova.su/files/foto/1012.jpeg;0;Вибраторы/Реалистики;Многоскоростной реалистичный вибратор Lovetoy Real Feel выполнен из киберкожи, приятной на ощупь. Максимально натуралистичный, он имеет крупную круглую головку, мошонку и покрыт сетью венок.  Крупный размер обеспечит незабываемое чувство заполненности и стимуляцию в самых чувствительных точких вагины.  Гибкий - вам будет удобно использовать его и соло, и в паре.  Длина 23 см, диаметр 3,9 см. Материал: киберкожа. 100% водостойкий.  Батарейки (2*ААА) в комплект не входят, закажите дополнительно пожалуйста.;Батарейки 3ААА;20;6,95E+12;LoveToy, Китай;;киберкожа;;;22 см;Водостойкий;;1960
1013;ъ03556;LOVETOY FLEXY Гнущийся вибратор, l=24 см, d=4 см;2450;999;http://kazanova.su/files/foto/1013.jpeg;10;Вибраторы/Реалистики;Многоскоростной реалистичный вибратор Lovetoy Real Feel выполнен из киберкожи, приятной на ощупь. Максимально натуралистичный, он имеет заостренную головку и гладкий ствол для максимально комфортного использования. Наслаждайтесь!  Крупный размер обеспечит незабываемое чувство заполненности и стимуляцию в самых чувствительных точких вагины. Гибкий - вам будет удобно использовать его и соло, и в паре.  Общая длина 24 см, диаметр 4 см. Материал: киберкожа. 100% водостойкий.  Батарейки (2*ААА) в комплект не входят, закажите дополнительно пожалуйста.;Батарейки 3ААА;20;6,95E+12;LoveToy, Китай;;киберкожа;;;24 см;Водостойкий;;1960
470016pk;ъ03596;LOVETOY Виброкольцо для пениса Power Bud Clit Cockring розовое;1300;530;http://kazanova.su/files/foto/470016pk.jpeg;0;Кольца и насадки/Виброкольца;Power Bud Clit Cockring имеет мощный, но тихий моторчик для того, чтобы радовать дополнительными стимуляциями обоих партнеров. Эрекционное виброкольцо продлевает эрекцию, балует его волнующими ощущениями вибрации и служит небольшим клиторальным стимулятором для партнерши.  Кольцо выполнено из мягкого эластичного силикона и снабжено удобной кнопкой для включения вибрации. 1 режим усиленной вибрации.  Материал: силикон. Батарейки в комплект не входят, закажите пожалуйста отдельно.;Батарейки;20;6,95E+12;LoveToy, Китай;;силикон;;;;;;1100
LV1421-BLUE;ъ03597;LOVETOY Виброкольцо для пениса Power Heart Clit Cockring голубое;1300;530;http://kazanova.su/files/foto/LV1421-BLUE.jpeg;0;Кольца и насадки/Виброкольца;Power Heart Clit Cockring имеет мощный, но тихий моторчик для того, чтобы радовать дополнительными стимуляциями обоих партнеров.  Эрекционное виброкольцо продлевает эрекцию, балует его волнующими ощущениями вибрации и служит небольшим клиторальным стимулятором для партнерши. Язычок покрыт небольшими усиками для того, чтобы нежно щекотать чувствительные участки тела партнерши.  Кольцо выполнено из мягкого эластичного силикона и снабжено удобной кнопкой для включения вибрации. 1 режим усиленной вибрации.  Материал: силикон. Батарейки в комплект не входят, закажите пожалуйста отдельно.;Батарейки;20;6,95E+12;LoveToy, Китай;;силикон;;;;;;1100
LV1422-White;ъ03607;LOVETOY Виброкольцо для пениса Power Rabbit Clit Cockring белое;1300;530;http://kazanova.su/files/foto/LV1422-White.jpeg;0;Кольца и насадки/Виброкольца;Power Heart Clit Cockring имеет мощный, но тихий моторчик для того, чтобы радовать дополнительными стимуляциями обоих партнеров.  Эрекционное виброкольцо продлевает эрекцию, балует его волнующими ощущениями вибрации и служит небольшим клиторальным стимулятором для партнерши. Язычок выполнен в виде ушек зайчика для того, чтобы нежно щекотать чувствительные участки тела партнерши.  Кольцо выполнено из мягкого эластичного силикона и снабжено удобной кнопкой для включения вибрации. 1 режим усиленной вибрации.  Материал: силикон. Батарейки в комплект не входят, закажите пожалуйста отдельно.;Батарейки;20;6,95E+12;LoveToy, Китай;;силикон;;;;;;1100
LV1423-Back;ъ03598;LOVETOY Виброкольцо для пениса Power Thrill Clit Cockring черное;1300;530;http://kazanova.su/files/foto/LV1423-Back.jpeg;0;Кольца и насадки/Виброкольца;Power Heart Clit Cockring имеет мощный, но тихий моторчик для того, чтобы радовать дополнительными стимуляциями обоих партнеров.  Эрекционное виброкольцо продлевает эрекцию, балует его волнующими ощущениями вибрации и служит небольшим клиторальным стимулятором для партнерши. Язычок выполнен в виде ушек зайчика для того, чтобы нежно щекотать чувствительные участки тела партнерши.  Кольцо выполнено из мягкого эластичного силикона и снабжено удобной кнопкой для включения вибрации. 1 режим усиленной вибрации.  Материал: силикон. Батарейки в комплект не входят, закажите пожалуйста отдельно.;Батарейки;20;6,95E+12;LoveToy, Китай;;силикон;;;;;;1100
460703;ъ03599;LOVETOY Вагинальные шарики Kegel Ball;800;330;http://kazanova.su/files/foto/460703.jpeg;0;Вагинальные шарики и тренажеры/Вагинальные шарики;Классические вагинальные шарики  Ребристая структура дарит дополнительные ощущения. Поисковая нить с кольцом делает шарики максимально комфортными в использовании - вы можете использовать его для создания дополнительной нагрузки (потянув за кольцо или подвесив небольшой груз, продолжайте удерживать шарики вашими интимными мышцами), а также легко извлечь шарики после тренировки.  Шарики выполнены из силикона - водонепроницаемы и легко моются после использования, не требуют дополнительного ухода.  Диаметр 3 см. Материал: 100% силикон. Вес 60 гр.;;20;6,99E+12;LoveToy, Китай;;силикон;;;;;;640
4700110;ъ03600;LOVETOY Массажер для тела белый, длина 10 см;1350;550;http://kazanova.su/files/foto/4700110.jpeg;0;Вибраторы/Мини-вибраторы;Очень мощный и достаточно гибкий в использовании на столько что может достать любую часть тела, которую бы Вы хотели стимулировать. Размеры и дизайн устройства, позволяют брать его с собой в поездку. Особую изысканность прибору придают рассположенные на нем страсы.   Использовать совместно любрикантами.  Промывать после каждого использования специализированными моющими средствами. Хранить в прохладном сухом месте. Не использовать на коже с покраснениями или повреждениями.;Батарейки;20;8,05E+12;LoveToy, Китай;;пластик;;;10,1 см;Водостойкий;;1080
BT01L;ъ03601;LOVETOY Виброяйцо I Love Egg большое 10 скоростей;2150;860;http://kazanova.su/files/foto/BT01L.jpeg;0;Вибропули;Вибропуля большого размера идеальна для тех, кто любит ощущение заполненности и желает ощущать вибрации каждой клеточкой. Материал покрытия - бархатистый, приятный на ощупь. Корпус игрушки водонепроницаем - наслаждайтесь вибрациями даже в душе или ванной!  10 скоростей вибрации. Дистанционный пульт управления - ваши руки свободны! Вы можете наслаждаться вибрациями в любом месте и в любое время. Также вы можете передать пульт вашему партнеру, чтобы он выбрал для вас один из 10 режимов вибрации - игра началась!  Батарейки входят в комплект.;Батарейки;20;8,05E+12;LoveToy, Китай;;пластик и силикон;;;8,800000000000001 см;;;1720
BT-09-03;ъ03602;LOVETOY Виброяйцо IEgg 20 скоростей;2150;860;http://kazanova.su/files/foto/BT-09-03.jpeg;5;Вибропули;Виброяйцо - для тех, кто не привык ограничивать себя!  Классическая форма делает его очень удобным в использовании. Материал покрытия - бархатистый, приятный на ощупь. Корпус игрушки водонепроницаем - наслаждайтесь вибрациями даже в душе или ванной!  20 скоростей вибрации. Беспроводной дистанционный пульт управления оставляет ваши руки совершенно свободными. Вы можете наслаждаться вибрациями в любом месте и в любое время. Также вы можете передать пульт вашему партнеру, чтобы он выбрал для вас один из 20 режимов вибрации - игра началась!  Батарейки входят в комплект.;Батарейки;20;8,05E+12;LoveToy, Китай;;пластик и силикон;;;;;;1720
BT-17P;ъ03603;LOVETOY Вибропуля ON OFF;700;280;http://kazanova.su/files/foto/BT-17P.jpeg;39;Вибропули;Классическая вибропуля подходит для массажа внешних эрогенных зон  Материал покрытия - бархатистый, приятный на ощупь. Вибрации включаются простым нажатием кнопки на корпусе игрушки.  Батарейки входят в комплект.;Батарейки;20;6,99E+12;LoveToy, Китай;;пластик;;;;;;560
AN-PS05-02;ъ03604;LOVETOY Вагинальные шарики стальные Passion Ball;950;395;http://kazanova.su/files/foto/AN-PS05-02.jpeg;0;Вагинальные шарики и тренажеры/Вагинальные шарики;Вагинальные шарики уменьшенного размера   Зеркально гладкие, эти вагинальные шарики весят больше классических шариков, что обеспечивает интенсивную тренировку вашим интимным мышцам. Два отдельных шарика не имеют поисковой нити - полная свобода движений!  Диаметр 2 см. Материал: нержавеющая сталь.;;20;8,05E+12;LoveToy, Китай;;сталь;;;;;;760
DS-42;ъ03605;LOVETOY Кукла Romping Rosy. длина 60 см;1650;670;http://kazanova.su/files/foto/DS-42.jpeg;0;Куклы/Женщины;Миниатюрная красотка  Romping Rosy имеет 3 отверстия для того, чтобы вы могли насладиться ей так как вам хочется. Ее длина всего 65 см - удобно использовать и всегда можно взять с собой!  Общая длина ок. 65 см. Материал: ПВХ.;;20;2,20E+12;LoveToy, Китай;;;;;60 см;;;1320
143138;у15534;Презервативы OKAMOTO Platinum №10;550;440;http://kazanova.su/files/foto/143138.jpeg;0;Презервативы/Презервативы OKAMOTO;;;10;4,55E+12;Okamoto, Япония;;натуральный латекс;;18 - 22 см;25,4 см;;;550
1121008;ъ03726;FF  Вибратор G5 BIG BOSS черный;8900;6000;http://kazanova.su/files/foto/1121008.jpeg;0;Вибраторы/Реалистики;;1 год;0;4,03E+12;FunFactory, Германия;;медицинский силикон;;23,5 см;4,6-5 см;USB;;8900
F43;ъ03787;"Непериодическое издание Фанты ""XXX""";;1500;http://kazanova.su/files/foto/F43.jpeg;9;Сувениры/Эротические игры;;;10;2,20E+12;Фанты-Гэймс, Россия;;;;;;;;
5105480000;ъ03762;Набор для тренировки интимных мышц Come Box 1;4990;1990;http://kazanova.su/files/foto/5105480000.jpeg;0;Вагинальные шарики и тренажеры/Тренажеры Кегеля;;;20;4,04E+12;Orion, Германия;;ТПЭ;;8 см;4,4 см;;;4250
5108740000;ъ03764;Вагинальный шарик Heavy Ball 80гр черный;650;239;http://kazanova.su/files/foto/5108740000.jpeg;49;Вагинальные шарики и тренажеры/Вагинальные шарики;;;20;4,02E+12;Orion, Германия;;силикон;;14,5 см;3,1 см;;;580
5111700000;ъ03765;Вагинальные шарики Twin Balls розовые;990;365;http://kazanova.su/files/foto/5111700000.jpeg;37;Вагинальные шарики и тренажеры/Вагинальные шарики;;;20;4,02E+12;Orion, Германия;;ТПР;;11 см;0,5-3,8 см;;;890
5113900000;ъ03766;Smile Страпон Horny розовый;6540;2544;http://kazanova.su/files/foto/5113900000.jpeg;1;Страпоны и фаллопротезы/Универсальные;;;20;4,02E+12;Orion, Германия;;силикон;;16,5 см см;3,7-4,6 см;;;4700
5114040000;ъ03767;Smile Страпон Spicy черный;6790;2490;http://kazanova.su/files/foto/5114040000.jpeg;0;Страпоны и фаллопротезы/Универсальные;;;20;4,02E+12;Orion, Германия;;силикон;;26 - 32 см;4,5-5,8 см;;;5520
5121090000;ъ03768;Мастурбатор вагина+анус Lucy's Lust Holes;6400;2490;http://kazanova.su/files/foto/5121090000.jpeg;6;Вагины и мастурбаторы/Вагина, Рот, Анус;;;20;4,02E+12;Orion, Германия;;ТПР;;18 - 22 см;10,1 см;;;6400
5121840000;ъ03769;Кукла Aleda Kirtman;8720;3198;http://kazanova.su/files/foto/5121840000.jpeg;6;Куклы/Женщины;;;20;4,89E+12;Orion, Германия;;ПВХ, Полипропилен;;150 см;1 - 2 см;;;7840
5122730000;ъ03770;Вагинальные шарики Double Desire со смещенным центром тяжести розовые;1750;645;http://kazanova.su/files/foto/5122730000.jpeg;0;Вагинальные шарики и тренажеры/Вагинальные шарики;;;20;4,89E+12;Orion, Германия;;Силикон, АБС-Пластик;;20 см;3,5 - 3,8 см;;;1290
5122810000;ъ03771;Вагинальные шарики Double Desire со смещенным центром тяжести черные;1750;645;http://kazanova.su/files/foto/5122810000.jpeg;0;Вагинальные шарики и тренажеры/Вагинальные шарики;;;20;4,89E+12;Orion, Германия;;Силикон, АБС-Пластик;;20 см;3,5 - 3,8 см;;;1290
5191460000;ъ03772;Помпы для сосков Black Velvets;1240;458;http://kazanova.su/files/foto/5191460000.jpeg;10;Вакуумные помпы/Помпы для груди;;;20;4,02E+12;Orion, Германия;;Силикон, Метал;;4,5-6,7 см;0,7-2,1 см;;;1120
5192000000;ъ03773;Black Velvet Анальная цепочка;2930;1075;http://kazanova.su/files/foto/5192000000.jpeg;22;Анальные игрушки/Цепочки, шарики;;;20;4,02E+12;Orion, Германия;;силикон;;от 40 см;2,3-3,9 см;;;2630
5192270000;ъ03774;Кольцо для пениса со стимулятором простаты P-Point;1990;734;http://kazanova.su/files/foto/5192270000.jpeg;0;Кольца и насадки/Эрекционные кольца;;;20;4,02E+12;Orion, Германия;;силикон;;8 см;5,5 см;;;1460
5208960000;ъ03776;Вагинальная помпа Sexual Desire;1990;900;http://kazanova.su/files/foto/5208960000.jpeg;7;Вакуумные помпы/Вагинальные помпы;;;20;4,02E+12;Orion, Германия;;;;;;;;1990
5209180000;ъ03870;Надувной кляп;4500;1650;http://kazanova.su/files/foto/5209180000.jpeg;0;БДСМ/Маски, кляпы, ошейники;;;20;4,02E+12;;;;;;;;;3300
5792700000;ъ03786;Клиторальный стимулятор Wonderful;1990;748;http://kazanova.su/files/foto/5792700000.jpeg;1;Вибраторы/Со стимуляцией клитора;;;20;4,89E+12;Orion, Германия;;;;;;;;1830
5794160000;ъ03804;Помпа для пениса с насадкой-вагиной Lust Pumper;6470;2517;http://kazanova.su/files/foto/5794160000.jpeg;0;Вакуумные помпы/Для пениса;;;20;4,89E+12;Orion, Германия;;;;;;;;5180
5801470000;ъ03801;Вибратор реалистик с пультом Dancing Dick;7980;2929;http://kazanova.su/files/foto/5801470000.jpeg;0;Вибраторы/Реалистики;;;20;4,02E+12;Orion, Германия;;ТПР, АБС-Пластик;;22 - 26 см;4,5-5,5 см;;;5850
5801710000;ъ03800;Вибратор многофункциональный Bouncing Bunny голубой;5730;2104;http://kazanova.su/files/foto/5801710000.jpeg;0;Вибраторы/Многофункциональные;;;20;4,02E+12;Orion, Германия;;ПВХ, АБС-Пластик;;25 см;2,6-3,6 см;;;4200
5816580000;ъ03795;Помпа для пениса с вибрпулей Vibrating Man Pump;4470;1642;http://kazanova.su/files/foto/5816580000.jpeg;1;Вакуумные помпы/Для пениса;;;20;4,02E+12;Orion, Германия;;АБС-Пластик, P-ПВХ, SAN (Пластик), Силикон;;22 - 26 см;6 - 7 см;;;3280
5825730000;ъ03791;Вибратор многофункциональный Rabbit Pearl;6600;2422;http://kazanova.su/files/foto/5825730000.jpeg;0;Вибраторы/Многофункциональные;;;20;6,95E+12;Orion, Германия;;Силикон, АБС-Пластик;;26,5 см;3,8-6,35 см;;;5940
5822390000;ъ03792;Вибронасадка на пенис Vibrating Sleeve;730;271;http://kazanova.su/files/foto/5822390000.jpeg;16;Кольца и насадки/Насадки;;;20;4,02E+12;Orion, Германия;;ТПЭ, АБС-Пластик, Резина, ПВХ;;7 - 13,5 см;;;;660
5827780000;ъ03790;Вибропуля Bullet in Red;630;234;http://kazanova.su/files/foto/5827780000.jpeg;42;Вибропули;;;20;4,02E+12;Orion, Германия;;АБС-Пластик ,ТПР;;10 - 15,5 см;2,5 - 11 см;;;570
5098920000;ъ03761;Nature Skin Вагина   Smooth Vagina;3660;1345;http://kazanova.su/files/foto/5098920000.jpeg;6;Вагины и мастурбаторы/Вагина, Рот, Анус;;;20;4,02E+12;Orion, Германия;;ТПР;;15 - 18 см;;;;2680
5086160000;ъ03756;Анальный стимулятор Joyballs синий;2990;1106;http://kazanova.su/files/foto/5086160000.jpeg;0;Анальные игрушки/Цепочки, шарики;;;20;4,03E+12;;;;;;;;;2210
5105800000;ъ03763;Анальный стимулятор Love Beads розовый;1400;514;http://kazanova.su/files/foto/5105800000.jpeg;0;Анальные игрушки/Цепочки, шарики;;;20;4,02E+12;Orion, Германия;;силикон;;14 см;1,9-2,9 см;;;1260
5208450000;ъ03775;Вагинальная помпа Bad Kitty;3790;1393;http://kazanova.su/files/foto/5208450000.jpeg;9;Вакуумные помпы/Вагинальные помпы;;;20;4,02E+12;Orion, Германия;;АБС-Пластик, Силикон (ТПР);;5,2 см;1-2,7 см;;;3410
5219140000;ъ03778;Вагинальные шарики Heavy Weight синие;910;337;http://kazanova.su/files/foto/5219140000.jpeg;0;Вагинальные шарики и тренажеры/Вагинальные шарики;;;20;4,02E+12;Orion, Германия;;;;;;;;820
5216200000;ъ03777;Вагинальные шарики металлические 4 шт. Hot Iron;2200;809;http://kazanova.su/files/foto/5216200000.jpeg;0;Вагинальные шарики и тренажеры/Вагинальные шарики;;;20;4,02E+12;Orion, Германия;;;;;;;;1610
5812830000;ъ03796;Вибратор Mini Lover черный;1830;673;http://kazanova.su/files/foto/5812830000.jpeg;0;Вибраторы/Мини-вибраторы;;;20;4,02E+12;Orion, Германия;;АБС-Пластик ,ТПР;;11 см;1,8-2,8 см;;;1340
5808300000;ъ03797;Вибратор Mini Vega comfort;5350;1964;http://kazanova.su/files/foto/5808300000.jpeg;0;Вибраторы/Мини-вибраторы;;;20;4,03E+12;Orion, Германия;;силикон;;11,5 - 18 см;3,1 см;;;3920
5808050000;ъ03798;Вибратор Mini Velvet Comfort;5350;1964;http://kazanova.su/files/foto/5808050000.jpeg;0;Вибраторы/Мини-вибраторы;;;20;4,03E+12;Orion, Германия;;;;;;;;3920
5799200000;ъ03802;Вибратор реалистик Silicone;3190;1172;http://kazanova.su/files/foto/5799200000.jpeg;0;Вибраторы/Реалистики;;;20;;Orion, Германия;;;;;;;;2340
5227160000;ъ03779;Вибратор+зажимы для сосков Chained;3350;1229;http://kazanova.su/files/foto/5227160000.jpeg;0;БДСМ/Наборы;;;20;4,02E+12;Orion, Германия;;Силикон, Метал, ПВХ;;12,5 см;2,2-3,2 см;;;2450
5784520000;ъ03782;Вибропуля на гнущейся ручке Mr.Flex (6смх2,7см);1350;495;http://kazanova.su/files/foto/5784520000.jpeg;0;Вибропули;;;20;4,02E+12;Orion, Германия;;;;;;;;990
5074900000;ъ03753;Двойной фаллоимитатор Double Dong черный;4990;1861;http://kazanova.su/files/foto/5074900000.jpeg;3;Фаллоимитаторы/Двусторонние;;;20;7,82E+11;Orion, Германия;;ПВХ;;44,5 см;4 - 5 см;;;4560
5074400000;ъ03752;Кольцо для пениса Sun синий;670;231;http://kazanova.su/files/foto/5074400000.jpeg;0;Кольца и насадки/Эрекционные кольца;;;20;4,02E+12;Orion, Германия;;силикон;;;2,5 - 3,7 см;;;490
5076870000;ъ03754;Кукла Maria Sin;15900;8990;http://kazanova.su/files/foto/5076870000.jpeg;0;Куклы/Женщины;;;20;4,02E+12;;;;;;;;;15900
5077840000;ъ03755;Куклы 2 шт. Slutty Sisters;15900;8990;http://kazanova.su/files/foto/5077840000.jpeg;0;Куклы/Женщины;;;20;4,02E+12;;;;;;;;;15900
24915161000;ъ03785;Маска для головы с кляпом Fetish;3260;1196;http://kazanova.su/files/foto/24915161000.jpeg;0;БДСМ/Маски, кляпы, ошейники;;;20;4,02E+12;Orion, Германия;;;;;;;;2390
5008440000;у26214;Мастурбатор Chanel Pocket Pussy;3540;1300;http://kazanova.su/files/foto/5008440000.jpeg;0;Вагины и мастурбаторы/Вагина, Рот, Анус;;;20;4,02E+12;Orion, Германия;;ТПЭ;;14,5 см;;;;2590
5057570000;ъ03749;Мастурбатор анус Vulcan Tight Anus;1990;750;http://kazanova.su/files/foto/5057570000.jpeg;0;Вагины и мастурбаторы/Вагина, Рот, Анус;;;20;4,02E+12;Orion, Германия;;ПП/ТПЭ;;15 - 18 см;flexibel см;;;1680
5056840000;ъ03748;Мастурбатор вагина с вибрацией Vulcan;3250;1267;http://kazanova.su/files/foto/5056840000.jpeg;0;Вагины и мастурбаторы/Мастурбаторы с вибро;;;20;4,02E+12;Orion, Германия;;ПП/ТПЭ.;;15 - 18 см;;;;2540
5799120000;ъ03803;Минивибратор Microscopic Mini Updo;2130;784;http://kazanova.su/files/foto/5799120000.jpeg;0;Вибраторы/Мини-вибраторы;;;20;6,95E+12;Orion, Германия;;Силикон, АБС-Пластик;;12,5 см;2,5-3,3 см;;;1560
5804060000;ъ03799;Минивибратор со сменными насадками Joystick;3550;1304;http://kazanova.su/files/foto/5804060000.jpeg;0;Вибраторы/Мини-вибраторы;;;20;4,03E+12;Orion, Германия;;;;;;;;2600
5093960000;ъ03757;Набор для связывания SexMAX;3890;1427;http://kazanova.su/files/foto/5093960000.jpeg;0;БДСМ/Наборы;;;20;4,03E+12;;;;;;;;;2850
24910521000;ъ03783;Наручники Fetish коричневые;1680;619;http://kazanova.su/files/foto/24910521000.jpeg;0;БДСМ/Наручники;;;20;4,02E+12;Orion, Германия;;;;;;;;1230
24914353001;ъ03784;Наручники Bad Kitty розовые с цепочкой;2740;1007;http://kazanova.su/files/foto/24914353001.jpeg;0;БДСМ/Наручники;;;20;4,02E+12;Orion, Германия;;;;;;;;2100
5093880000;ъ03332;Наручники для рук и ног SexMax;1830;673;http://kazanova.su/files/foto/5093880000.jpeg;0;БДСМ/Наручники, кандалы, фиксация;;;20;4,03E+12;;;;;;;;;1340
5098170000;ъ03760;Наручники металлические SexExtra;1910;701;http://kazanova.su/files/foto/5098170000.jpeg;0;БДСМ/Наручники;;;20;4,89E+12;Orion, Германия;;Метал и Силикон;;26,5 см;4,2-7,2 см;;;1400
5229100000;ъ03805;Стимулятор для уретры Sextreme Steel (длина 4,6см диаметр 0,8см);2740;1007;http://kazanova.su/files/foto/5229100000.jpeg;0;БДСМ/Фетиш;;;20;4,02E+12;Orion, Германия;;сталь;;7,7 см;0,8 см;;;2010
5230110000;ъ03780;Стимулятор для уретры Sextreme Steel (длина 5,5см диаметр 0,4-1см);2830;1040;http://kazanova.su/files/foto/5230110000.jpeg;0;БДСМ/Фетиш;;;20;4,02E+12;Orion, Германия;;сталь;;10 - 15,5 см;0,5-1 см;;;2070
5813640000;ъ03745;Зажимы для сосков вибро с грузиками-сердечками Bad Kitty;2520;926;http://kazanova.su/files/foto/5813640000.jpeg;0;БДСМ/Фетиш;;;20;4,02E+12;Orion, Германия;;Поликарбонат, PU-кожа, ПВХ, Метал;;15 - 16 см;1,9 - 4,2 см;;;2270
5223090000;ъ03743;Зажимы для сосков с вибрацией Bad Kitty;2360;866;http://kazanova.su/files/foto/5223090000.jpeg;0;БДСМ/Фетиш;;;20;4,02E+12;Orion, Германия;;Металteile, ПВХ, Силикон, АБС-Пластик;;6 - 10 см;2,5 - 3,5 см;;;1730
5106700000;ъ03747;Кольцо для пениса стальное Steel L;3280;1205;http://kazanova.su/files/foto/5106700000.jpeg;0;Кольца и насадки/Эрекционные кольца;;;20;4,02E+12;Orion, Германия;;сталь;;11,5 см;5,5 см;;;2400
5106610000;ъ03746;Кольцо для пениса стальное Steel M;3190;1172;http://kazanova.su/files/foto/5106610000.jpeg;0;Кольца и насадки/Эрекционные кольца;;;20;4,02E+12;Orion, Германия;;сталь;;11,5 см;4,5 см;;;2340
5821150000;ъ03793;Smile Вибропуля Funky Dolphin;3570;1312;http://kazanova.su/files/foto/5821150000.jpeg;0;Вибропули;;;20;4,02E+12;Orion, Германия;;Силикон, АБС-Пластик;;6,5 см;1,7-2,4 см;;;2620
20007846111;ъ03788;Бандаж ZADO;6990;2750;http://kazanova.su/files/foto/20007846111.jpeg;0;БДСМ/Фетиш;;;20;4,02E+12;Orion, Германия;;;;;;;;6100
5829300000;ъ03789;Минивибратор Bamboo;2560;941;http://kazanova.su/files/foto/5829300000.jpeg;0;Вибраторы/Мини-вибраторы;;;20;5,06E+12;Orion, Германия;;АБС-Пластик ,ТПР;;10 - 13 см;1,5 - 2,5 см;;;1880
143161;ъ03906;**SAGAMI Xtreme 24шт. Презервативы ультратонкие, латекс 0,04 мм;1210;605;http://kazanova.su/files/foto/143161.jpeg;7;Презервативы/Презервативы Sagami;;;0;4,97E+12;Sagami, Япония;;натуральный латекс;;19±1 см;2,4-5,2 см;;;1210
143162;ъ03907;*SAGAMI Xtreme Mint 10шт. Презервативы со вкусом мяты, латекс 0,04 мм;650;325;http://kazanova.su/files/foto/143162.jpeg;20;Презервативы/Презервативы Sagami;;;0;4,97E+12;Sagami, Япония;;натуральный латекс;;19±1 см;2,4-5,2 см;;;650
150159;ъ03909;'Молот Тора' Напиток-капли 10мл;1200;590;http://kazanova.su/files/foto/150159.jpeg;83;Возбуждающие средства для мужчин;Капли Молот Тора - препарат на основе экстрактов и вытяжек из натуральных продуктов, основной целью которого является повышение и восстановление потенции. Препарат создан для мужчин страдающих пониженным либидо, проблемами с эрекцией и ранним семяизвержением.  В современном мире множество факторов влияют на мужскую силу: экология, стрессы, переутомление, малоподвижный образ жизни. Также существуют ряд факторов которые не зависят от нас, в виде плохой наследственности, можно регулярно заниматься спортом, отказаться от курения и алкоголя, но все это не гарантирует 100% защиты от снижения влечения. Молот Тора поможет Вам восстановить мужское здоровье, о чем свидетельствуют многочисленные отзывы довольных покупателей.  В состав препарата Молот Тора входят только натуральные продукты Экстракция из антарктического криля - помогает организму улучшить усвоение витаминов A, B и E. Витамины A и E имеют непосредственное влияние на мужскую потенцию, витамин B питает нервную систему, тем самым улучшая проходимость импульсов к нервным окончаниям. Вытяжка из печени морского черта - помогает восполнить в организме недостаток цинка, одного из главных микроэлементов, отвечающих за либидо у мужчин. Экстракт северного мха - восстанавливает кровоток в половых органах, стабилизирует давление и насыщает кислородом кровеносные сосуды. Вытяжка из беспозвоночных литоринов - способствует естественной выработке гормона тестостерона мужским организмом.;;10;2,20E+12;Бионика, Россия;Россия;;;;;;;1200
